content,subsections
On January 9  2016  at approximately 2:37 a.m. CST  with the plant operating at 100 percent power  an automatic reactor scram occurred concurrent with the closure of all main steam isolation valves (MSIVs). That action was the result of an electrical transient caused by a phase-to-phase fault on a nearby 230kV transmission line. The transient caused a momentary decrease in the voltage on both reactor protection system busses  which also power the MSIV control solenoids. The Division 2 primary containment isolation logic was also actuated  causing the Division 2 valves in balance-of-plant systems to close. Both divisions of the standby gas treatment system automatically started due to the shutdown of the normal annulus pressure control system. Both reactor recirculation pumps downshifted to slow speed. The company's transmission department investigated the event. Although no definite source of the fault was found  it was concluded that a lightning strike likely caused the transient. The fault occurred on a 230kV transmission line approximately three miles from the station. The fault lasted for 5.4 cycles before it was isolated by automatic breaker action  and caused the voltage on the switchgear supplying the RPS busses to decrease to approximately 34 percent of normal. This transient was sufficient to trip the scram solenoids and the MSIV solenoids. No plant parameter limits requiring the automatic actuation of any of the emergency core cooling systems or the emergency diesel generators were exceeded. This event  thus  was of minimal significance to the health and safety of the public.,['10 CFR 50.73(a)(2)(iv)(A)']
"On November 27, 2016, the Monticello Nuclear Generating Plant (MNGP) was operating at 100% power. While troubleshooting was in progress for a minor leak on the High Pressure Coolant Injection System (HPCI) turbine, it was discovered that the HPCI turbine exhaust drain pot level switch was not functioning per design to support removal of condensate from the HPCI turbine. Subsequently, HPCI was declared inoperable at 1447 hours due to excessive water level within the HPCI turbine. Previously, on November 17, 2016, a steam leak was identified on the packing of the HPCI turbine steam supply valve. Following valve packing maintenance on November 21, 2016, the valve was cycled cold (without steam flow), resulting in seat leakage that slowly admitted steam into the HPCI exhaust piping. The steam condensed to water and accumulation began to form in the HPCI turbine. Subsequent troubleshooting found the HPCI exhaust drain pot level switch electrical rocker assembly off its pivot point due to a manufacturer defect (missing spot weld). With the inability to pivot, the level switch became non-functional and thus failed to alert the control room and provide the automatic function to drain condensate from the HPCI exhaust piping. The HPCI exhaust piping was drained of condensate and a temporary modification replaced level switch. HPCI was restored to operable status at 1726 hours on December 1, 2016.",['10 CFR 50.73(a)(2)(v)(D)']
On June 23  2013  at 22:01 PDT  Pacific Gas and Electric Company (PG&E) Diablo Canyon Power Plant (DCPP) Unit 1 control room operators used an annunciator response procedure to address the loss of startup power. Contrary to Technical Specification  3.8.1  plant operators made all three Unit 1 emergency diesel generators inoperable when they simultaneously placed all three emergency diesel generator control switches into manual control. On June 24  2013  at 22:07 PDT  PG&E made an 8-hour  non-emergency report to the NRC (reference NRC Event Notification Number 49147). DCPP determined that this was the result of inattention by control room operators  lack of oversight by the Shift Foreman  and an absence of cautionary instructions in the annunciator response procedure. Plant management issued an Operations Shift Order that reinforces guidance and expectations for oversight  processed personnel accountability as appropriate  and will revise plant procedures for oversight and annunciator response. All actions are scheduled to be complete by September 26  2013. This event did not adversely affect the health or safety of the public.,"['10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(v)(D)']"
"On July 27, 2019, at 1929 hours, the Reactor Protection System (RPS) automatically actuated due to a closure of the turbine stop valves. This event was caused by a failed component in the mechanical overspeed trip testing circuit. The defective component was replaced, restoring the mechanical overspeed testing circuit. The apparent cause of the event was determined to be infant mortality of mechanical shutoff valve 1N32F0400, as the valve had been replaced four months earlier during the last refueling outage. A corrective action will evaluate and apply enhanced procurement for the Electro Hydraulic Control (EHC) Single Point Vulnerability components that are a part of the turbine front standard. The plant responded as expected and all control rods inserted fully. The safety significance of this event is considered very small in accordance with the Regulatory Guidance. This event is reported as an event or condition that resulted in an automatic actuation of the RPS and a valid actuation of the Reactor Core Isolation Cooling (RCIC) system.",['10 CFR 50.73(a)(2)(iv)(A)']
Nine Mile Point Unit 2 (NMP2) secondary containment was declared inoperable on June 10  2014 from 2032 until 2036. The event occurred while the plant was restoring the Reactor Building Ventilation System to normal line up. Exhaust Fan 2HVR-FN5A tripped following planned post maintenance testing which resulted in building differential pressure (dP) exceeding the Technical Specification (TS) limit of ≥ 0.25 inch vacuum water gauge. Secondary containment dP was restored within TS limits by starting the Standby Exhaust Fan. Both the TS Action Statement and plant procedure were exited at 2036 when secondary containment was declared operable. The cause of the exhaust fan trip was a faulty flow switch. Corrective actions taken or planned to prevent a recurrence include: 1) replaced Flow Switch 2HVR- FS12A  2) revising the Preventative Maintenance (PM) strategy for Reactor Building ventilation supply and exhaust fan flow switches  and 3) revising a plant procedure to clarify fan start requirements. There were no previously submitted similar LERs identified. The reportable condition has been documented in the plant's corrective action program as CR-2014-005610.,['10 CFR 50.73(a)(2)(v)(C)']
At 0030 EST on February 21  2015  while operating at 100 percent Reactor Thermal Power (RTP)  the West Turbine Bypass Valve (TBV) automatically opened as expected for approximately 1 minute in response to the number two High Pressure Turbine Stop Valve (TSV) cycling from full open to closed and then to 22 percent open due to an actuator malfunction. Technical Specification (TS) 3.3.1.1 requires that the TSV closure and Turbine Control Valve (TCV) fast closure RPS functions be operable at or above 29.5 percent RTP. Per TS Bases 3.3.1.1  TBVs must remain shut while RTP is at or above 29.5 percent to consider all channels of the TSV closure and TCV fast closure Reactor Protection System (RPS) functions operable. As a result  all channels of the TSV closure and TCV fast closure RPS functions were considered inoperable and TS 3.3.1.1 Limiting Condition of Operation (LCO) Condition 'C' was entered. At 0031 EST the TBV automatically closed and the TSV closure and TCV fast closure RPS functions were no longer considered inoperable and the TS LCO was exited. Reactor Operators lowered RTP to 91.5 percent to isolate and restore the TSV to full open. In this event  during the period of time while the TBV was open  reactor power was maintained above 91.5 percent and the RPS functions were confirmed to be enabled. The actuator malfunction was caused by a failed comparator circuit card in the TSV valve control module. The failed comparator circuit card was replaced.,"['10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(v)(D)', '10 CFR 50.73(a)(2)(vii)']"
"On July 21, 2021, at approximately 18:26, Susquehanna Steam Electric Station Unit 1 reactor automatically scrammed due to a main turbine trip. Both divisions of the Reactor Protection System (RPS) actuated and all control rods inserted. This event was reported by Event Notification 55370. The cause of the event is under investigation and will be provided under a supplement to this LER along with associated corrective actions. There were no actual consequences to the health and safety of the public as a result of this event.",['10 CFR 50.73(a)(2)(iv)(A)']
On August 31 2018 while operating at approximately 29 percent power a reactor manual scram signal was inserted on Unit 2 due to main condenser vacuum degrading. The turbine was tripped following the scram. During the scram one control rod did not fully insert but was manually fully inserted. The plant was in a stable condition with reactor pressure being maintained by the turbine bypass valves and reactor water level was controlled using feedwater. Except for the single control rod insertion required safety systems and shutdown equipment performed as expected and there was no impact to Unit 1. This condition was reported on August 31 2018 (ENS 53576) in accordance with a reactor protection system (RPS) actuation. This condition is reportable as a condition that resulted in a valid actuation of the RPS. The condition was attributed to localized impingement degradation of a turbine building miscellaneous equipment drain header resulting in through-wall failure. Corrective actions were taken to install a robust welded temporary patch on the drain header with a header replacement scheduled for the upcoming Unit 2 refueling outage L2R17 (2019) and revise procedures to incorporate lessons learned. A root cause investigation identified additional corrective actions necessary to address weaknesses in the original design of the header susceptibility to localized impingement (on both units) revisions to training materials and procedures and training and communications to engineering staff regarding piping failure mechanisms.,['10 CFR 50.73(a)(2)(iv)(A)']
At 10:18 EDT on October 26  2012  at 100% power in Mode 1  the Primary Shield Supply Fan S-2B-SB failed to remain secured after engaging the Main Control Board (MCB) hand switch during monthly equipment swaps. At 15:26 EDT on October 31  2012  the breaker for the fan was opened due to the fan not remaining secured when stopped. Failure of the fan to secure was determined to be a failure of the 42 seal-in contact for breaker 1B21-SB-4B which supplies the S-2B-SB fan. The condition was present for approximately 5 days from the time of discovery during the monthly equipment swaps until the breaker was opened and tagged. This condition is reportable as a condition prohibited by Technical Specifications. This condition was determined to be reportable on December 6  2012. Root and contributing causes will be determined in the Root Cause Evaluation which is ongoing. This LER will be supplemented when the evaluation is complete. The 42 seal-in contact was replaced and the S-2B-SB fan was successfully started and secured from the MCB hand switch for post maintenance testing. Applicable plant procedures have been revised to address the condition when breakers for selected loads started from the sequencer fail to open and the corresponding impact on operability.,['10 CFR 50.73(a)(2)(i)(B)']
"The station identified that the CCW pumps were operating beyond their pump curves with the motor running into the service factor. Runout conditions were not observed as there were no fluctuations in pressure, no fluctuations in motor amps, no visible signs of pitting or damage on impeller vein trailing, no damage to internal pump casing surfaces, no abnormal vibration, and no abnormal noise. A review of this condition determined that operation in this condition is a violation of plant technical specification for CCW operation. A cause analysis is in progress. The results of the analysis will be published in a supplement to this LER.",['10 CFR 50.73(a)(2)(i)(B)']
"On January 24, 2023 at 0121 CST, the Browns Ferry Nuclear Plant, Unit 1, High Pressure Coolant Injection (HPCI) was declared inoperable because the normally-open HPCI Steam Line Condensate Outboard Drain Valve failed closed, apparently due to a failed diaphragm. On January 24, 2023, at 0743 CST, eight-hour Event Notification 56321 was made to the NRC. The Tennessee Valley Authority (TVA) is submitting this report as any event or condition that could have prevented the fulfillment of the safety function of structures or systems that are needed to mitigate the consequences of an accident. The diaphragm prematurely failed due to a part manufacturing issue, which led to the local delamination between the fabric and the ethylene propylene diene monomer (EPDM) material, in conjunction with a lack of complete reinforcement fabric coverage at the tear site. The failed diaphragm was replaced. TVA will proactively replace the diaphragms on Browns Ferry Nuclear Plant Units 2 and 3. HPCI Steam Line Condensate Outboard Drain Valve diaphragms will be reclassified.",['10 CFR 50.73(a)(2)(v)(D)']
"On June 12, 2018, while in Mode 3 and investigating leakage at Arkansas Nuclear One, Unit 1, a leak was identified on a drain line associated with one of the four High Pressure Injection lines which discharge to the Reactor Coolant System (RCS). The subject leak was identified during a walk down of Reactor Building structures, systems, and components initiated in response to an elevated RCS leak rate. The leak was a result of a cyclic fatigue failure originating from poor weld geometry and grinding marks present on the axial weld toe of the associated field weld. The leak was subsequently repaired and the unit returned to power operation. The corrective action plan addressed the causal factors associated with this event. Corrective actions completed or planned include 1) similar locations were inspected for weld defects, 2) enhanced training of the specific weld type, and 3) planned mockups for future high risk / high value welds. This event had no effect on the public health and safety. The event was reported to the Nuclear Regulatory Commission on June 12, 2018, via Event Notification 53456.","['10 CFR 50.73(a)(2)(ii)(A)', '10 CFR 50.73(a)(2)(v)(A)']"
"On March 23, 2020, at 10:12 Eastern Daylight Time, Shearon Harris Nuclear Power Plant, Unit 1 (HNP), experienced an automatic reactor trip following actuation of the Reactor Protection System (RPS). The trip occurred during restoration from a planned maintenance activity that impacted the auto-stop turbine (AST) trip function of the digital electro-hydraulic",['10 CFR 50.73(a)(2)(iv)(A)']
"On February 8 2016 at approximately 0147 hours during a surveillance test, control room indications identified that 3B Emergency Containment Cooler (ECC) fan tripped. Troubleshooting found the control power fuse for the fan's power supply breaker was loose in its fuse holder. Investigation revealed that the fuse holder clips had been widened during work activities associated with the installation of the new breaker during the prior Unit 3 refueling and maintenance outage. The most probable cause of the loose fuse was improper insertion. In addition, the installation procedure did not validate fuse holder gap, fuse alignment, and fuse tightness after its last removal and insertion prior to placing the new breaker in service. Inadequate contact during the surveillance test caused the fan trip. The 3B ECC would not have reliably met its safety function mission time and so was determined to be inoperable for approximately 72 days exceeding the 72 hour Technical Specification allowed outage time. Corrective actions include: 1) The fuse holder clips were adjusted to provide a tight fit. 2) A review determined additional similar breakers will be inspected for fuse tightness. 3) Future installation and preventive maintenance of similar breakers will check for fuse tightness and correct if necessary. Safety significance is considered low based on a risk assessment showing Incremental Conditional Core Damage Probability and Incremental Conditional Large Early Release Probability are below the NRC acceptance criteria for minimal risk impact.",['10 CFR 50.73(a)(2)(i)(B)']
"On September 18 2018 with the reactor at 100 percent power at approximately 0525 hours Operators manually tripped the reactor and shut the Main Steam Isolation Valves due to a steam leak on the 6 inch elbow located upstream of the 36C Feedwater Heater. The steam leak was due to a failure of the 6 inch elbow. The cause of the failure was flow accelerated corrosion which lead to pipe wall thinning and subsequent pipe failure. Ultrasonic testing of the elbow showed flow accelerated corrosion thinning in the failed elbow and also in the adjacent upstream elbow. Following the reactor trip, the plant was stabilized in hot standby with decay heat being removed from the steam generators via the Auxiliary Feedwater System and atmospheric steam dumps. This event had no effect on the public health and safety.",['10 CFR 50.73(a)(2)(iv)(A)']
"On February 10, 2014, Monticello personnel identified that the Emergency Diesel Generators (EDGs) would not energize permanently connected loads until 10.2 or 10.34 seconds for Division I and Division II, respectively, which exceeded the 10-second limitation of Monticello Technical Specification (TS) Surveillance Requirement (SR) 3.8.1.12. As a result, both EDGs were declared inoperable. The apparent cause of this event is that the description of the EDG TS SR was inadvertently changed during the transition from custom TS 4.9.B.3 to improved TS SR 3.8.1.12 due to improper verification and validation practices of the Improved TS preparation team in 2004-2006. The set-points for the applicable relays have been revised. The time delay set-point change provides a setting to support EDG performance meeting the 10-second acceptance criterion of SR 3.8.1.12. Additionally, the surveillance procedure will be revised as necessary to implement correct testing for SR 3.8.1.12.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(v)(B)', '10 CFR 50.73(a)(2)(v)(C)', '10 CFR 50.73(a)(2)(v)(D)', '10 CFR 50.73(a)(2)(vii)']"
"On September 18, 2013, the plant was in Mode 1 with reactor power at 100 percent. At 1555, an unqualified valve diaphragm was identified to have been installed on Air Operated Valve 2RE9160A, Reactor Coolant Drain Tank to Waste Gas (GW) Compressor Inside Containment Isolation Valve during the 2011 refuel outage. The 2RE9160A valve was immediately declared inoperable based on the unqualified valve diaphragm. The associated containment penetration was isolated per the required actions in Byron Technical Specification (TS) 3.6.3, Condition A. Since the condition existed for longer than allowed by TS 3.6.3 (Containment Isolation Valves), Required Action A.1, i.e., for more than 4 hours, this is a reportable condition. The cause of the event was an incorrect assumption made by the Maintenance Work Planner to use an unqualified valve diaphragm in a qualified application.",['10 CFR 50.73(a)(2)(i)(B)']
"On July 8  2024  at 1927  James A. FitzPatrick Nuclear Power Plant (JAF) received annunciators and indication of a half-scram on the ""B"" side Reactor Protection System (RPS). The cause was determined to be an overvoltage condition that tripped the Electrical Protection Assembly (EPA) for the ""B"" RPS Motor Generator (MG) Set. This event caused invalid primary containment isolation signals in multiple systems. The investigation into the cause of the event is ongoing. A supplement to this report will be submitted when the investigation is complete.",['10 CFR 50.73(a)(2)(iv)(A)']
"On May 15, 2014, an unsealed conduit penetration was identified between two fire zones, Division I and Division II of safe shutdown equipment in the Emergency Filtration (EFT) Building, which does not meet the two-hour fire barrier rating of the wall required per the Fire Hazards Analysis. The cause of the unsealed penetration is unknown and is considered a legacy issue as this conduit was routed prior to 1991. The EFT fire protection barrier will be restored to functional status and the penetration will be periodically inspected. The Fire Barrier Wall, Damper, and Floor Inspection procedure will be revised to add use of additional tools (e.g., cameras or boroscope) to perform inspections on portions of fire barriers that are not easily accessed.",['10 CFR 50.73(a)(2)(ii)(B)']
"On May 19th 2021 during the periodic scheduled performance of Plant Protection System (PPS) functional testing an invalid actuation of the Safety Injection Actuation Signal, Containment Isolation Actuation Signal, and Main Steam Isolation Signal (MSIS) of both trains occurred. This led to a reactor trip and the start of the Diesel Generators and Essential Spray Pond pumps. In addition, Low Steam Generator level signals actuated the Auxiliary Feedwater Actuation Signals which started both essential Auxiliary Feedwater pumps. The Unit 2 reactor tripped because of High Pressurizer Pressure that occurred as a result of a transient initiated by the MSIS actuation and rapid closure of the Main Steam Isolation Valves. This event was initiated by a failure of the Engineered Safety Features Actuation System (ESFAS) test circuit which caused a loss of hold power circuit continuity for critical ESFAS trip paths through the PPS Relay Hold Switch which allowed the trip signals to initiate the applicable plant response. The PPS components involved with the trip were replaced on May 21, 2021, and plant operation was restored. At the time of the trip, PVNGS Unit 1 was operating at 100 percent power and Unit 3 was in a refueling outage. Neither unit was impacted by the event. No previous similar events have been reported by PVNGS.","['10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(iv)(A)', '10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(v)(D)']"
"At 2002 Eastern Standard Time (EST) on January 17, 2018, Watts Bar Nuclear Plant Unit 1 annulus differential pressure went outside its pressure limit. At that time, the Shield Building was declared inoperable requiring entry into Technical Specification 3.6.15 Limiting Condition for Operation (LCO) Conditions A and B. Action was taken by field operators to swap annulus vacuum control dampers due to slow system response to restore annulus differential pressure. At 2024 EST, annulus differential pressure was restored to required limits, the Shield Building was declared operable, and TS 3.6.15 LCO Conditions A and B were exited. This is being reported as an event or condition that could have prevented fulfillment of a safety function. The cause of this transient is a combination of slow damper response and procedural issues. Immediate corrective actions to address this included the completion of damper field tuning. Procedure changes for operation of the annulus vacuum system will be completed and preventative maintenance instructions will be revised to require field tuning on annulus vacuum control dampers. A supplement to this LER will be made with the results of additional cause evaluation and corrective actions for this event.","['10 CFR 50.73(a)(2)(v)(C)', '10 CFR 50.73(a)(2)(v)(D)']"
"On November 26 2012, Operator review of a tag-out for a Preventive Maintenance of the Steam Generator (SG) blowdown (SGBD) radiation monitor R-49 determined the tagout would have placed all the SGBD isolation valves (ISVs) in Rad Bypass. Operators could not identify any procedure allowing this action and determined this action was previously reported in LER-2012-004 as an unanalyzed condition and safety system functional failure when an Auxiliary Feedwater pump is out of service. The normal ISV position is open which allows the ISVs to Auto close for heat sink events (Loss of Normal Feedwater Loss of All AC Power to the Station Auxiliaries) in addition to containment Phase A isolation. Analyzed degraded heat sink events assume SGBD isolation occurs and continuous SGBD during these events has not been analyzed. SG inventory would not be maintained if only one motor-driven AFW pump was operable as it may not provide adequate flow with the SGBD ISVs open. A review identified previous tagouts that placed the SGBD ISVs in Rad Bypass with an Auxiliary Feedwater pump or its emergency power supply inoperable. The apparent cause has not been determined. Corrective action was revision of procedure 2-PC-2Y23-49 to delete steps to place in Rad Bypass while performing Radiation Monitor R-49 calibration and installation of a test jumper to disable the blowdown function (as reported in LER- 2012-004). Applicable archived tagouts were locked from further use. UFSAR Section 14.1.9 was revised to state SGBD isolation is assumed starting from event initiation. An apparent cause evaluation will be performed. The event had no significant effect on public health and safety.","['10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(v)(B)']"
"On May 3, 2024, during a refueling outage, Hope Creek Generating Station (HCGS) performed Primary Containment Integrated Leak Rate Testing (ILRT) Type A test as required by Technical Specification 4.6.1.2. The as-found test was not completed successfully because the stabilization criteria were not met, and the test was invalidated. The as-left test was completed successfully prior to plant start-up. This licensee event report (LER) supplement provides the results of a Root Cause Evaluation (RCE). The Direct Cause was inadequate bolt seating torque that led to loss of O-ring seal compression. The Root Cause was identified as inadequate procedural guidance for validating and measuring flange to drywell airlock surface gap. This event was reported to the NRC as an eight-hour non-emergency in Event Notification number 57103 on May 3, 2024. Subsequently, LER 2024-001-00 was submitted on July 2, 2024, reporting the event. This LER supplement also identifies additional reporting criterion.","['10 CFR 50.73(a)(2)(ii)(A)', '10 CFR 50.73(a)(2)(v)(C)']"
"On March 10, 2017, during a Technical Specification surveillance, the as-found operating time of one of four undervoltage timing relays in a Safety related 4.16kV switchgear was greater than the Technical Specification allowable value. The relay was retested without making any changes to the relay timing or the test configuration. The second test resulted in a lower value that was within the Technical Specification allowable value but outside the acceptance criteria of the procedure. A third test (and subsequent follow-up testing) resulted in values that met Technical Specification limits. The associated channel was declared Operable. On March 14, 2017, an engineer reviewed the surveillance results and questioned the reliability of the relay based on its behavior. The Control Room was contacted and the relay was replaced. Based on the engineer's analysis, the Shift Manager determined that the relay should not have been declared Operable on March 10. The Technical Specification Action Statement required the inoperable channel to be placed in the tripped condition within 72 hours. This Action was not met and is reportable as a condition prohibited by Technical Specifications. The event was of very low risk significance and no radioactive release occurred; therefore, there was no adverse effect on the health and safety of the public.",['10 CFR 50.73(a)(2)(i)(B)']
"On June 12, 2014, while operating at 100 percent power in Mode 1, Harris plant personnel determined that inadequate cable protection existed in control cables for the Turbine Emergency Oil Pump. The cables had no electrical protection devices (fuses) other than the circuit breaker. The control cables are routed through several fire areas, including the main control room, and under postulated conditions, could have created a common enclosure fire hazard situation. Compensatory measures (hourly fire watches) were implemented for affected areas of the plant to ensure continued public safety until electrical protection devices were installed. The apparent cause was the historical installation of an unfused section of cable in the control circuit of the Turbine Emergency Oil Pump.",['10 CFR 50.73(a)(2)(ii)(B)']
"At approximately 2333 on July 26, 2013, electrical faults caused damage to the isophase bus to the unit auxiliary transformer and main generator neutral connection box. Protective relaying initiated a generator trip to isolate the faulted area and to trip the main turbine. A reactor trip from 100% power resulted from the turbine trip. A small cable insulation and oil collection pan fire initiated from the main generator neutral connection box fault and created smoke throughout the Turbine Building. An Unusual Event was declared as a result of the fire and resulting smoke. The fire was extinguished within 30 minutes and smoke was removed from the building using installed equipment. The electrical faults were the result of a damper blade that was loose within the isophase bus ductwork, creating arcing between the bus, damper blade, and duct. The loose damper blade is attributed to damper failure based on the determination that the operational isophase bus duct airflow rate exceeded the design flow rate for the backdraft dampers. Design and installation errors were made at the main generator neutral connection box during plant construction. Redesigned backdraft dampers were installed, and grating was added to prevent debris from entering the isophase bus ducts. Modifications were also made to the generator neutral connection box.",['10 CFR 50.73(a)(2)(iv)(A)']
"On November 29, 2021, at 1458 Central Standard Time (CST), while operating in Mode 1 at 100% power, Arkansas Nuclear One, Unit 1 (ANO-1) automatically tripped due to high Reactor Coolant System pressure following a Main Feedwater System transient. All control rods fully inserted and all systems responded as designed. The plant was stabilized in Mode 3 (Hot Standby). The cause of the Main Feedwater System transient was the failure of the 'A' MFP High Pressure (HP) governor to respond to lowering 'A' MFP speed. The initiating event was a failure of the 'A' MFP LP governor servo drive and actuator. When the LP governor servo drive failed, the HP governor did not respond to restore 'A' MFP speed. Proper program values had not been input in the HP governor controller during previous maintenance in 2015. The HP governor failure to respond resulted in underfeeding the 'A' Steam Generator and an automatic reactor trip due to high Reactor Coolant System pressure.",['10 CFR 50.73(a)(2)(iv)(A)']
"At 1258 CDT on August 3 2022 with Joseph M. Farley Nuclear Plant (FNP) Unit 1 in Mode 1 at 100 percent power the reactor automatically tripped following a generator trip and subsequent turbine trip signal. A floor tile was dropped in the high voltage switch house resulting in a relay actuation that electrically isolated Bus 1 in the 230kV switchyard. The ""B"" train emergency safeguards (ES) bus lost power along with 1B, 1C, and 1E non safety related 4160V busses. The 1A 4160V non safety bus did not fast bus transfer to its alternate power supply, which along with isolation of the 230kV Bus 1, resulted in all Reactor Coolant Pumps being deenergized. Residual heat was removed by natural circulation via the atmospheric relief valves. The 1B emergency diesel automatically actuated due to the loss of power to the ""B"" train ES bus. In addition, the Auxiliary Feedwater System (AFW) automatically started as expected in response to the reactor trip. Corrective actions include calibrating the associated relays following revision to calculations and relay sheets. Additionally, the design calculation change process will be revised to ensure plant impacts are incorporated into plant procedures. FNP Unit 2 was not affected during this event.",['10 CFR 50.73(a)(2)(iv)(A)']
"Fort Calhoun Station (FCS) operating procedures allow filling and sluicing multiple safety injection tanks (SITs) while at power rendering the SITs inoperable during the evolution. The use of this procedure allowed multiple safety injection tanks to be concurrently filled while FCS was at power. FCS Technical Specifications (TS) and accident analysis do not allow more than one SIT to be inoperable. This condition was identified on March 19, 2012, while the unit was in Mode 5 by the NRC during initial license examination preparation. The cause of this condition was the failure to recognize that the passive design of the SITs cannot credit the use of active components for operability. The event was entered into the Corrective Action Program and the following corrective actions were taken. Operating Procedure OI-SI-1, the Technical Specification basis, and the Updated Safety Analysis Report have been revised to clearly state the SITs operability requirements.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(D)', '10 CFR 50.73(a)(2)(vii)']"
"The reactor building DP became greater than -0.25"" H20 which rendered secondary containment inoperable due to not meeting SR 3.6.4.1.1. Due to troubleshooting efforts on the reactor building DP loop, the possibility existed that building DP would be affected as a part of the troubleshooting maintenance WO. Required actions of the TS were implemented, adjustments were made to the VR exhaust flow and reactor building DP was brought back into the green band, -0.5"" H20. A system walkdown validated the DP excursion was due to this planned evolution.",['10 CFR 50.72(b)(3)(v)(C)']
"During the OPEX review of Browns Ferry Fire Protection ENS 47374, ""DEFICIENCY IDENTIFIED IN TRANSITION TO PERFORMANCE BASED STANDARD FOR FIRE PROTECTION"", a similar condition was identified at Clinton Power Station. Specifically, at Browns Ferry, the wiring design for the station battery ammeter contains a ""shunt"" in the current flow off the battery. Bolted on the shunt bar are two leads to a current meter in the main control room. The tiny difference in voltage between the two taps on the shunt is enough to deflect the current gauge in the MCR when current flows from the battery thru the shunt. At Brown's Ferry, the ammeter wiring attached to the shunt does not have fuses. If these ammeter wires were grounded, shorted together, or open-circuited, there is no real affect to the battery. However, if one of these ammeter wires shorts to ground, at the same time another DC wire from the opposite polarity on the same battery also shorts to ground, a ground loop thru the unfused ammeter cable could occur. With enough current going thru the cable, the potential exists that a secondary fire in the raceway system could occur wherever the cable is routed. Review of the CPS design identified a similar condition, as no protective devices (fuses) are installed off of the shunts to the Main Control Room ammeters. The DC distribution system is a floating system with no established ground other than the high resistance ground provided through the ground detector. It is designed in this manner to allow the system to withstand one hard ground (zero resistance) with no adverse affect on the operation of any equipment fed from the DC system. If a second ground with low enough resistance is placed on the DC system, the operation of the grounded equipment could be adversely affected. The two ground paths could short around components to prevent them from operating or provide a current path to spuriously operate a piece of equipment. In the case of the Browns Ferry ENS described above, if one ammeter wire shorts to ground (which will be annunciated by the ground detection system), and a second ground develops on the opposite polarity of the same battery, a ground loop thru the unfused ammeter cable could occur. With enough current going thru the cable, the potential exists that a secondary fire in the raceway system could occur wherever the cable is routed. Schematic Diagrams/Drawings E02-1DC99-001 (1A), E02-1DC99-002 (1B), E02-1HP99-209 (1C), and E02-1DC99-003 (1D) were reviewed and confirmed this design configuration. In the Clinton Power Station Updated Final Safety Analysis Report (UFSAR), Appendix F, Safe Shutdown Analysis, Section 1.5, Associated Circuits, describes that: The NRC, in Generic Letter 81-12, defines associated circuits of concern as those cables that have a physical separation less than that required by Section III.G.2 of Appendix R and have one of the following: - A common enclosure with safe shutdown cables that are not electrically protected by circuit breakers, fuses, or similar devices, or will allow propagation of the fire into the common enclosure. Within the same section, the Clinton identification of associated circuits of concern is as follows: - Cables that have a common enclosure with safe shutdown cables and are not electrically protected by circuit breakers or fuses and are not provided with fire stops where they penetrate fire barriers are considered to be safe shutdown cables; however, this condition was not found to exist at Clinton. In summary, the Clinton UFSAR concluded that associated non-safe shutdown cables that are not electrically protected and share a common enclosure with safe shutdown cables do not exist at Clinton. The above scenario would not be in agreement with this statement. As such, this scenario is a violation of UFSAR Appendix F, Section 1.5 statements/commitments for circuit protection. Engineering reviewed the safety design basis for the Station Battery System and found that the design of this system meets all general design criteria and the requirements of IEEE 484 and IEEE 946. Illustrations in IEEE 946 show no fuses installed for a typical ammeter circuit from the battery shunts. Also, the S&L design standard for DC Aux Power Systems (ESC-291) does not specify fusing for the ammeter shunt circuit and references IEEE-946. Therefore, this condition affects CPS compliance to Appendix R and GL 81-12 but does not affect any TS and USAR described limits or functions of the DC auxiliary power system.",['10 CFR 50.72(b)(3)(ii)(B)']
The 125VDC ground was previously documented under IR 1349238. Troubleshooting found that the U1 DG Governor Oil Booster pump had 1ohm to ground.,"['10 CFR 50.72(b)(2)(i)', '10 CFR 50.72(b)(3)(v)(D)']"
"During performance of QCOS 0201-08, REACTOR VESSEL CLASS 1 AND ASSOCIATED CLASS 2 SYSTEM LEAK TEST, under WO 1359196, Programs Engineer assigned to the 3rd and 4th floor of the Drywell identified water coming from the penetration N11B. Insulation was removed for better access. The water was coming from the annulus between the nozzle and the vessel wall. This nozzle is welded on the inside of the vessel, so the actual attachment weld could not be seen. The water was leaving the penetration at approximately 60 dpm. Some corrosion (no wastage) was observed on the Reactor Pressure Vessel directly above the nozzle. No leakage was found at the corresponding N11A nozzle.",['10 CFR 50.72(b)(3)(ii)(A)']
wo 1334414-01 (01/21/2012) removed the heads on the B control HX. Ir 01389491 found a leak on the west head on 07/17/2012. This meets the criteria for possible rework in MA-AA-716-017,['10 CFR 50.72(b)(3)(v)(D)']
