content,subsections
"On 02/09/2024 an analysis was completed which confirmed that a direct current (DC) circuit (EIIS:EI) within Unit 2 caused a non-compliant condition with Appendix R Fire Safe Shutdown. It was determined that the circuit was uncoordinated due to inadequate fuse sizing meaning that during a postulated fire the circuit's fuse may not act to protect the circuit from a fire-induced hot short. Without adequate overcurrent protection for these circuits, a fire-induced short could lead to excessive current through the circuits. This could lead to secondary damage in another fire area where the circuits are routed, challenging the ability to achieve and maintain safe shutdown. Extent of condition review revealed several additional circuits, including circuits within Unit 3. Compensatory measures have been implemented and will remain until the identified conditions are resolved. This event is reported as an unanalyzed condition because a fire that affects multiple fire areas is outside the bounds of the Appendix R Fire Safe Shutdown Analysis.",['10 CFR 50.73(a)(2)(ii)(B)']
"On September 26  2018 at 19:08  Quad Cities Unit 1 received an automatic Reactor SCRAM from 100% power. The SCRAM was the result of a Turbine-Generator Load Reject Trip that occurred when the status of the load reject contacts on one Unit Output Breaker was being tested while the other Unit Output Breaker was open. The cause of the Turbine-Generator load reject trip has two factors. First the Unit Supervisor misinterpreted a step in the governing procedure. Second the Unit Supervisor believed the circuit was de-energized and safe to perform the continuity check because the electricians were unable to identify voltage at the open contacts when voltage was present. The full trip was initiated when the electricians jumpered across the remaining open contacts with an ohm meter in the load reject circuit. The corrective actions include re-enforcement of the Technical Human Performance (THU) behaviors that were lacking during the pre-job brief and the initial review of the procedure, and enhanced guidance within the procedure for contact status checks. The actions will be directed to Operations and Maintenance.",['10 CFR 50.73(a)(2)(iv)(A)']
"On January 21, 2015 during quarterly calibration of The Reactor Steam Dome Pressure - Low switches PIS-B21-2N021A was found outside of the Technical Specification allowable value. PIS-B21-2N021A was restored to within the allowable value. Subsequent evaluation of the switch's history showed that it had drifted outside of its Technical Specification allowable value six times during the last three years. The historical search also identified other related Unit 1 and Unit 2 switches had drifted outside of the allowable value. In addition, on July 26, 2013, two Unit 2 channels (A and B) were found outside of the Technical Specification allowable values. With both the A and B channels inoperable at the same time, the safety functions of both core spray and LPCI were impacted; however, core spray and LPCI remained capable of performing their design function as analyzed in the FSAR accident analysis. Based on the historical information, firm evidence is considered to exist to indicate that the condition existed prior to the time of discovery. Based on this conclusion, the condition is considered to be a condition prohibited by Technical Specifications, a common cause inoperability of independent trains or channels, a condition that could have prevented fulfillment of a safety function, and a single cause that could have prevented fulfillment of safety functions of trains or channels in different systems. A cause analysis is ongoing; cause and corrective action information will be provided in a supplement to this LER. There were no actual safety consequences associated with this event.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(D)', '10 CFR 50.73(a)(2)(vii)', '10 CFR 50.73(a)(2)(ix)(A)']"
"On May 3, 2016, at 0833 Eastern Daylight Time, Security received an open door alarm regarding a Main Control Room (MCR) door. At 0847, Security notified the MCR staff of the door alarm and that the door was incapable of closure. At this time, both Control Room Emergency Ventilation System (CREVS) trains were declared inoperable due to the inoperability of the Control Room Envelope (CRE). Attempts to close the door were made, and it was identified that a screw had become wedged at the base of the door preventing it from latching. At 0855, the screw was removed and the door verified to close as designed. CREVS was determined to be operable. The screw was the bottom screw from the door latch guard and appears to have stripped loose and fallen into the rubber seal around the base of the MCR door frame preventing closure of the door. Corrective actions include replacing the missing screw on the door latch guard and evaluating existing preventive maintenance instructions associated with CREVS boundary doors to ensure screws are tightened, as needed, on a routine basis.",['10 CFR 50.73(a)(2)(v)(D)']
On May 19  2017  at 0206 hours  an unexpected Reactor Protection System (RPS) actuation occurred during pre-startup testing. The reactor was shutdown at the time  with all control rods inserted. The portion of the test that was in progress is designed to actuate the RPS from a loss of load input signal. To facilitate this part of the test with the reactor in a shutdown mode  one of two conditional steps in the procedure is to be taken. The generator motor operated disconnect 389 (MOD-389) is required to be in the open position  or protective trip circuity for the generator is required to be bypassed. Due to a conditional step of the test procedure being misinterpreted by a Nuclear Control Operator (NCO)  MOD-389 was left in the closed position and the generator protective trip circuity was not bypassed. This resulted in the RPS actuation occurring prior to the preplanned sequence. The RPS responded as designed. All components operated as expected for the plant conditions. The cause of the unexpected RPS actuation was human performance errors during procedure performance  e.g.  lack of self-validation/verification  misinterpretation of information  and lack of peer check verification. Corrective actions from the event include the removal of the NCO's licensed operator qualifications until remediated and initiation of a standing order requiring peer check verification for all procedure conditional steps until the applicable administrative procedure is revised. Additionally  a case study of the event will be included in a 2017 operations high intensity training session.,['10 CFR 50.73(a)(2)(iv)(A)']
"On September 9, 2020, a review of trend data identified a significant increase in makeup to the 'A' emergency diesel generator (DG) jacket water expansion tank, as applicable to a period of time that began on August 5, 2020. Specifically, the makeup water supply control valve cycled 25 times between August 5, 2020, and September 9, 2020. Prior to August 5, 2020, this valve had not cycled since April 15, 2020. The 'A' DG was declared inoperable on September 9, 2020, due to excessive jacket water leakage through KJV00771A, 'A' DG Jacket Water Heater Relief Valve. The 'A' DG was returned to operable status after KJV0771A was isolated on September 9, 2020. The valve was then removed and tested, and a replacement valve was installed in its place on September 10, 2020. The cause of this event was excessive jacket water leakage through KJV00771A, which had failed to seat due to debris becoming trapped in the valve seat after the valve was opened to manually vent the jacket water system after maintenance on August 5, 2020. Immediate corrective action for this event was to replace KJV00771A. Additionally, a corrective action to prevent recurrence was implemented, in which a night order was issued prohibiting the use of either KJV00771A or KJV00771B ('B' DG jacket water heater relief valve) for venting the jacket water systems of the DGs, until the final resolution of this issue is complete.",['10 CFR 50.73(a)(2)(i)(B)']
"On April 6, 2014, while the plant was in refueling outage sixteen, it was determined during surveillance testing that three of four reactor coolant pump (RCP) undervoltage (UV) reactor trip channels exceeded the Technical Specification (TS) channel response time acceptance criteria of 1.5 seconds for the RCP UV reactor trip function. The condition for the RCP UV time delay relays exceeding tolerance was experienced on all four channels; however, only three of the four channels did not meet their TS required response times. Since this condition involved multiple similar components, there is evidence indicating that this condition may have arisen over time and three channels of RCP UV were inoperable concurrently. This resulted in the plant operating in a condition prohibited by the TS. A root cause evaluation team has been formed but has not yet completed its evaluation to determine the cause of the exceedances. This LER will be supplemented with cause and corrective actions when determined. Corrective actions already taken include the replacement of one relay and adjustment of all relays to acceptable response times.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(vii)']"
"On August 21, 2016, during Unit 1 restart following a maintenance outage, an unexpected actuation of the Main Generator Inadvertent Energization Lockout Relay caused the main generator to trip, resulting in an automatic reactor trip. The generator lockout prevented the automatic transfer of station auxiliaries to the available startup transformer power, requiring the emergency diesel generators to start and power the safety related buses. Reactor coolant pumps normally powered through the non-safety buses were deenergized, and decay heat removal was via natural circulation and Auxiliary Feedwater. The lockout relay actuation was caused by a latent error introduced during a 2013 design modification where the maintenance configuration control procedure did not prevent a wire from being inadvertently removed from the circuit. Corrective actions included restoration of the affected circuit, implementation of procedure guidance to verify the inadvertent energization relay state following Main Generator manual synchronization and revisions to the maintenance configuration control procedure. This event had no effect on the health and safety of the public.",['10 CFR 50.73(a)(2)(iv)(A)']
"On October 20  2023 at 0240 hours  with Millstone Power Station Unit 3 at 0 percent reactor power in Mode 4  the ""B"" pressurizer power operated relief valve (PORV)  3RCS*PCV456  failed to stroke open upon demand during performance of surveillance testing. The failed PORV was replaced with a rebuilt PORV and new pilot solenoid operated valve and passed all required post maintenance tests. The direct cause of the 'B' PORV failure to stroke was a failed pilot solenoid operated valve (SOV). Although it could not be determined when 3RCS*PCV456 became inoperable  it was likely not capable of stroking open in Mode 1-3 for a period exceeding the 72-hour allowed outage time of Technical Specification. This report is being submitted as an operation or condition that was prohibited by the plant's Technical Specifications.",['10 CFR 50.73(a)(2)(i)(B)']
"At 98% power on March 12 2021 at approximately 21:02 Reactor Recirculation Pump #13 (RRP 13) tripped while lowering pump flow in preparation to secure it for planned maintenance. Following the RRP trip the Average Power Range Monitors (APRMs) flow bias trips were inoperable due to reverse flow through the RRP. The APRMs were restored to operable on March 12 2021 at 21:10 when the RRP 13 discharge blocking valve was closed by operations, eliminating the reverse flow condition through the pump. The cause of the RRP 13 trip is generator field overcurrent due to a degraded voltage adjust potentiometer. Corrective actions included replacing the voltage adjust potentiometer. The event described in this LER is documented in the plant's corrective action program.",['10 CFR 50.73(a)(2)(v)(A)']
"On January 8, 2013, at 0500 hours Central Standard Time (CST), Required Action B.4.1 of Technical Specification (TS) 3.8.1 was entered when the 'B' diesel generator (DG) was declared inoperable for performing voluntary preplanned maintenance activities. During the planned replacement of the o-ring between the cylinder head and valve housing on the number 7 cylinder, maintenance personnel contacted one of the eight cylinder head studs and identified that the stud was loose. The broken stud was removed by hand. On January 10, 2013, enforcement discretion was sought to permit noncompliance with TS 3.8.1, i.e., to permit additional time to complete repairs and restoration of the 'B' DG before a plant shutdown was required. An additional 96 hours was requested to restore the 'B' DG to operable status such that the Completion Time of Required Action B.4.1 would expire at 0500 hours CST on January 15, 2013. The NRC granted approval of the requested enforcement discretion on January 10, 2013. The replacement of the broken stud and two adjacent studs and testing to restore operability was completed at 2254 hours CST on January 12, 2013.",['10 CFR 50.73(a)(2)(i)(B)']
"On March 27, 2012, Operations declared the Extended Range (E/R) Flux Lower Range Nuclear Instrument (NI-45A) inoperable based on failure to meet channel check acceptance criteria per the ""Remote Shutdown Monitoring AND Accident Monitoring Instrumentation Channel Checks"" Procedure. Subsequent troubleshooting discovered an issue with the channel's isolation circuit card AT1. The AT1 card was found with a degraded condition which affected the output range of NI-45A. With this degraded condition, Extended Range (E/R) Flux Lower Range Nuclear Instrument (NI-45A) would not have been able to perform its design function. Subsequent review determined that NI-45A had been inoperable since February 29, 2012. After replacement of the AT1 card, the surveillance procedure was completed satisfactory on March 30, 2012, and the instrument was restored to operable. Since NI-45 had been inoperable for longer than the applicable Technical Specification 7 day Allowed Outage Time, this event is reportable as an Operation or Condition Prohibited by Technical Specifications. This is the initial LER for this event. A planned Supplemental LER will be submitted as indicated above. There were no personnel injuries, no offsite radiological releases, and no damage to safety-related equipment associated with this condition. This condition did not have an adverse effect on the health and safety of the public.",['10 CFR 50.73(a)(2)(i)(B)']
On December 31 2013 while Unit 2 was in Mode 3 (Hot Standby) the Hot Gap clearance checks and adjustments were being performed following the Steam Generator (SG) Replacement Project. During the performance of the Hot Gap checks it was discovered that multiple Upper Lateral Support (ULS) shims were removed from both 21 and 22 SG. This resulted in both Reactor Coolant System (RCS) loops being declared inoperable and entering Technical Specification (Tech Specs) 3.4.5 Condition D for the RCS loops while in Mode 3. This placed both RCS loops in an unanalyzed condition for seismic and pipe rupture analysis and required an 8 hours report to the NRC via Event Notification (49685). Additionally based on further analysis it was determined that with both RCS loops inoperable the condition required the notification to be updated to include a loss of safety function. Actions were taken to reinstall all of the ULS shims which restored the proper configuration to meet operability requirements for seismic and pipe rupture acceptance criteria. The installation was completed on December 31 2013 at 1728 CST at which time Tech Specs 3.4.5 Condition D was exited. The Root Cause to this event was the Steam Generator Replacement Project (SGRP) failure to document on the design drawings their assumption that the Unit 2 ULS shim packs would be measured and adjusted one shim pack at a time while making adjustments in Mode 3.,"['10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(v)(B)', '10 CFR 50.73(a)(2)(vii)', '10 CFR 50.73(a)(2)(ix)(A)']"
On 11/26/2014 the Robinson Nuclear Regulatory Commission Resident notified plant staff that the practice of crediting the plant computer (Emergency Response Facility Information System or ERFIS) in lieu of Rod Position Indication (RPI) and not entering the required actions of Technical Specification (TS) 3.1.7 had been reviewed and concluded that this practice was not allowed per the TS. One occurrence was found where the required actions for TS 3.1.7 were not entered due to crediting ERFIS. On 6/26/2014 Operators identified a discrepancy between RPI indicator and ERFIS indication for a single control rod. Licensed Operators determined that entry into LCO 3.1.7 was not required and ERFIS was documented as acceptable for RPI system operability. All ERFIS RPI indications remained normal and within limits. Troubleshooting of the RPI on 06/30/2015 revealed that the signal conditioner to the RPI display had failed and the ERFIS display for the control rod in question was accurate showing that the control rod was within limits; therefore there were no safety impacts from this event. Actions were to suspend this practice and issue Standing Instruction 14-023. Operations Surveillance Test procedures were revised to remove language that supported operator actions to credit ERFIS data. The condition was entered into the site's corrective action program.,['10 CFR 50.73(a)(2)(i)(B)']
"On June 8, 2017 at 1527 hours, the reactor automatically scrammed due to a loss of Main Turbine- Electro-Hydraulic Control (EHC) logic power causing a high neutron flux, Reactor Protection System (RPS) trip. The safety systems operated as expected. Secondary Containment differential pressure lowered to 0"" WG due to a trip of the normal operation of the Reactor Building Ventilation system. The differential pressure was restored by the initiation of Standby Gas Treatment System. The scram was caused directly by a DC+ (direct current positive) test lead (Maxi Grabber) that inadvertently contacted with the grounding screw, causing a short and momentary loss of EHC logic power. Immediate action was taken to validate that there was no damage to the +30 VDC (volts DC) EHC logic. The root cause for this event is an insufficient focus on the High Risk Activity of adjusting the EHC power supply, and inadequate risk mitigating actions for that activity. There were no actual or potential consequences to the health and safety of the public as a result of this event.","['10 CFR 50.73(a)(2)(iv)(A)', '10 CFR 50.73(a)(2)(v)(C)']"
"Between October 2009 and March 2012 Comanche Peak Nuclear Power Plant (CPNPP) Units 1 and 2 experienced three failures of safety related breaker control devices that caused Technical Specification equipment to become inoperable. Two of the failures were on Unit 1 and one of the failures was on Unit 2. On June 14, 2012, a failure analysis concluded that these failures were caused by a material weakness of the control devices' contact carrier frames due to a manufacturing defect. Less than adequate control of the manufacturing process increased the susceptibility to shock loading of the cured phenolic material used to make the contact carrier frames. On June 20, 2012, CPNPP determined that this condition was reportable. Corrective actions include replacement of the potentially affected safety related breaker control devices, development of receipt inspection testing criteria to be used for breaker control devices, issuing an Operating Experience Report on this event, and notification of the breaker vendor (ABB Inc.). All times in this report are approximate and Central Time unless noted otherwise.",['10 CFR 50.73(a)(2)(ix)(A)']
"On April 18  2024  at 1355 hours with Unit 2 in Mode 1  100% power  during the performance of 2-PT-82.2B  "" 2J Diesel Generator Test (Simulated Loss of Off-Site Power)"" the electrical generator failed to flash the field which resulted in a no voltage condition. The engine operated at rated speed of 900 RPM / 60 Hz with a local room annunciator ""Loss of Field Flash"" locked in alarm. The 2J EDG was subsequently shut down and placed in quarantine in support of failure investigation. Investigation into the issue identified the voltage regulator control system K1M relay was found in the closed position. This condition would result in a loss of field flash or prevention of field flash of the electrical generator and subsequently no generator voltage output. The direct cause of this event is foreign material within the K1M preventing proper operation. The health and safety of the public were not affected by this event.",['10 CFR 50.73(a)(2)(i)(B)']
On February 26 and 27 2020 with the Davis-Besse Nuclear Power Station operating at approximately 74 percent power setpoint testing determined three of the Main Steam Safety Valves (MSSVs) had a setpoint more than three percent below the desired setpoint. These setpoints exceeded the Inservice Test Program allowable value rendering the valves inoperable in accordance with the Technical Specifications. The setpoint of each MSSV was adjusted as necessary to within one percent of the desired setpoint upon discovery. Based on the low as-found lift setting pressures the ability of the MSSVs to provide overpressure protection for the secondary system was not adversely impacted. The cause of this event is under evaluation. This event is being reported as a condition prohibited by the Technical Specifications.,['10 CFR 50.73(a)(2)(i)(B)']
"On November 18, 2015 at approximately 23:33 hours with Unit 3 in Mode 5 during a refueling outage, the 3B Emergency Diesel Generator (EDG) automatically started and loaded on the 3B bus. The cause of the EDG start was a loss of offsite power to the 3A and 3B 4160V busses when the supply breakers to the Unit 3 Startup Transformer automatically opened due to an unexpected protective relay actuation in the Unit 3 switchyard. When the 3A and 3B busses were deenergized, the 3B EDG re-energized the 3B bus, but the 3A sequencer was out of service for preplanned work so the 3A bus was not immediately reenergized. The unit remained in Mode 5 with core decay heat removal provided by the 3B Residual Heat Removal loop. The cause of the event was the unexpected actuation of the protective relay during switchyard work.",['10 CFR 50.73(a)(2)(iv)(A)']
On July 3  '2013  operators initiated a manual reactor trip as a result of lowering steam generator (SG) levels due to the loss of feedwater (FW) from the trip of both main FW pumps. All control rods fully inserted and all required safety systems functioned properly. The plant was stabilized in hot standby with decay heat being removed by the main condenser. The Auxiliary Feedwater System automatically started as expected. Investigations determined the decreasing SG levels were due to a loss of main FW flow as a result of the closure of the FW regulating valves. The FW regulating valves closed due to a loss of instrument air (IA) pressure. The IA pressure was lost when a two inch copper IA tubing in the 22 Main Transformer moat separated at a soldered coupling. Prior to the event piping lines including the IA line buried in the main transformer moat were excavated and temporary supports installed. The apparent cause was poor legacy workmanship assembling the IA tubing coupling during original plant construction. The IA tubing was not fully inserted into the coupling resulting in reduced joint strength. Corrective actions included reassembly and soldering of the IA joint with full insertion  acoustic emission and snoop testing on repaired coupling. Axial and thrust restraints were installed on the IA line in the moat. A caution was placed in the Buried Piping Program database associated with buried copper tubing identifying the potential for the separation of soldered joints when the line is excavated and the need for restraints or other contingencies to minimize the probability of a line separation. The event had no effect on public health and safety.,['10 CFR 50.73(a)(2)(iv)(A)']
"On December 16, 2013, an extent of condition review related to an Appendix R Operator Manual Action deficiency identified that fire damage to a non-isolated 250 VDC control cable could cause Residual Heat Removal (RHR) Pump 2C to spuriously start when its associated 4kV Shutdown Board B is credited by Appendix R analysis. The control cable is routed from the 4kV Shutdown Board to the RHR Loop I drain valve/limit switch interlock. An undesired spurious start of RHR Pump 2C could overload the credited Emergency Diesel Generator (EDG) or take away the necessary load capacity to allow operation of other Appendix R fire safe shutdown credited loads. A similar condition exists for RHR Pumps 1A, 1B, 1D, 2A, 2B, 3A, and 3C. Safe Shutdown Instructions (SSIs) follow a single safe shutdown path that consists of one train of credited equipment including one EDG, one 4kV Shutdown Board, and one RHR pump. This condition resulted in an unanalyzed condition that significantly degraded plant safety because fire damage could cause a spurious start of a non-credited RHR pump resulting in the unavailability of other vital equipment.",['10 CFR 50.73(a)(2)(ii)(B)']
"On March 4, 2016, during the performance of surveillance procedure 2-PT-R006, Main Steam Safety Valve (MSSV) MS-45B failed to lift within the Technical Specification (TS) as-found required range of +/- 3% of the setpoint pressure. Valve MS-45B lifted at 1125 psig, 29 psig outside its acceptance range of 1034 to 1096 psig and 5.7% above its 1065 psig setpoint. The valve was declared inoperable, then subsequently restored to operability upon two successful lifts within the required setpoint range without the need for adjustment. Nine other MSSVs that were tested lifted within the as-found required setpoint range. The apparent cause for the failure was internal friction due to spindle rod wear, which causes the spindle rod to bind against internal components. Corrective actions were modification of MS-45B and twelve other MSSVs and the replacement of their spindle rods. The event had no effect on public health and safety.",['10 CFR 50.73(a)(2)(i)(B)']
"On February 29, 2012, during the start of safety injection pump B for surveillance testing, the 4160 volt breaker functioned correctly to start the pump but the breaker charging spring motor did not stop after charging the breaker springs. This condition potentially impacted safety injection pump operability. If the safety injection pump were stopped with the breaker charging motor continuing to run and the breaker was subsequently called upon to close, it potentially would not cycle due to the breaker's closing circuit design. The safety injection pump B breaker was previously cycled successfully on December 7, 2011. Between the period of December 7 through February 29, 2012, safety injection pump A was inoperable on January 16, 2012 and February 7, 2012, thus rendering both trains inoperable simultaneously. This event is being reported for any operation or condition which was prohibited by the plant's Technical Specifications; and for any event or condition that could have prevented the fulfillment of the safety function of structures or systems that are needed to: (A) Shut down the reactor and maintain it in a safe shutdown condition; (B) Remove residual heat; or (D) Mitigate the consequences of an accident.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(v)(B)', '10 CFR 50.73(a)(2)(v)(D)']"
"On January 14, 2014, with the plant operating in Mode 1 at 100 percent power, Callaway Energy Center (Callaway) discovered that on two occasions during the previous three years Condition C of Technical Specification (TS) 3.4.3, ""RCS Pressure and Temperature (P/T) Limits,"" was not entered when the Reactor Coolant System (RCS) pressure was below zero pounds per square inch gage (psig). This occurred while the RCS was vacuum filled during both of the refuel outages at Callaway in the last three years. The Reactor Pressure/Temperature curves in the Callaway Pressure and Temperature Limits Report (PTLR) have a minimum pressure value of 0 psig referenced on the curve. Non-compliance with this limit, along with the failure to enter Condition C",['10 CFR 50.73(a)(2)(i)(B)']
"On June 13  2013  Hope Creek Unit 1 was in Operational Condition (OPCON) 3 following a scram that occurred on June 12  2013. At approximately 02:52 EDT  during the initial drywell walk down  operators observed water leaking from the 'B' Residual Heat Removal (RHR) Shutdown Cooling Return Vent Line. The source of the leak was identified as a through-wall flaw at the pipe/weld interface on the upstream side of the 'B' RHR vent line outboard isolation valve (BC-V597)  which is inside the reactor coolant system pressure boundary. The estimated leakage rate through the through-wall flaw was determined to be less than one gallon per minute. The RHR vent line is 1"" ASME Class 1 piping. Corrective actions included replacing the vent line  including both inboard (BC-V589) and outboard (BC-V597) isolation valves  during the forced outage. An apparent cause evaluation is in progress. The results of the evaluation will be published in a supplement to this LER. This condition is reportable for a condition that resulted in a principal safety barrier being seriously degraded. Based on the visual inspection performed during the drywell walkdown  the leak existed during plant operation. The Technical Specification limits RCS pressure boundary leakage to zero; therefore  this condition is reportable for a condition prohibited by Technical Specifications.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(ii)(A)']"
"On August 15, 2017, Callaway Plant was in Mode 1 at 100 percent power. During evaluation of protection for safety-related equipment from the damaging effects of tornados, Callaway Plant personnel determined that the minimum-flow recirculation lines for the turbine-driven auxiliary feedwater pump (TDAFP) and both motor-driven auxiliary feedwater pumps (MDAFPs) could be damaged if a postulated tornado-generated missile were to penetrate the condensate storage tank (CST) valve house and strike the lines. In response, Operations declared all three auxiliary feedwater pumps inoperable. Compensatory measures were implemented consistent with Enforcement Guidance Memorandum (EGM) 15-002, ""Enforcement Discretion for Tornado-Generated Missile Protection Noncompliance."" Upon completion of the initial compensatory measures, the TDAFP and MDAFPs were declared Operable but nonconforming. Subsequent to the condition identified on August 15, 2017, continued investigation of tornado missile vulnerabilities led to discovery","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(v)(A)', '10 CFR 50.73(a)(2)(v)(B)', '10 CFR 50.73(a)(2)(v)(D)', '10 CFR 50.73(a)(2)(vii)', '10 CFR 50.73(a)(2)(ix)(A)']"
"From January 3, 2013, through August 13, 2013, the Conditions and Required Actions of limiting condition for operation (LCO) LCO 3.7.11, LCO 3.0.3, and LCO 3.0.4 were not met. On April 16, 2015, an apparent cause evaluation on Condition Report (CR) 92274, ""Application of TS SR 3.0.1,"" identified the potential that the acceptance criteria in procedures STS PE-010A/B, ""Control Room A/C System Flow Rate Verification [A/B] Train,"" may not have been met when the acceptance criteria was revised on January 3, 2013, from > 18,360 cfm and < 22,440 cfm to a new value of > 21,012 cfm. Review of information determined that the prior performances of STS PE-010A/B did not meet the new acceptance criteria. Additionally, procedure STS PE-010B was not performed until July 8, 2013 and procedure STS PE-010A was not performed until August 13, 2013. The apparent cause of this event is the information in Operability Evaluation OE GK-12-017, which addressed a separate issue on the same equipment, enabled control room operators and engineering personnel to rationalize the assumption that the change to the acceptance criteria was bounded and did not impact the ability to meet SR 3.7.11.1.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(A)']"
"On July 10, 2013, at 09:50 PDT, while performing the periodic hot-washing of the 500 kV insulators, a flashover of the Phase A 500 kV to ground across the Phase A lightning arrestor occurred and actuated the 500 kV differential relay. The actuation of the 500 KV differential relay opened the Unit 2 generator output breakers to isolate the generator, which then actuated a turbine trip. Since Unit 2 was operating above the 50 percent power permissive, the reactor protection system initiated a Unit 2 reactor trip. All plant equipment responded as designed. This is the initial Licensee Event Report (LER) for this event. Pacific Gas & Electric will submit a supplemental LER describing event cause and corrective actions no later than January 23, 2014. There were no personnel injuries, no offsite radiological releases, and no damage to safety-related equipment associated with this condition. This condition did not have an adverse effect on the health and safety of the public.",['10 CFR 50.73(a)(2)(iv)(A)']
"On October 15  2021 at 0133 hours, the South Texas Project Nuclear Operating Company (STPNOC) started High Head Safety Injection (HHSI) Pump 2B for SI Accumulator 2B fill. Neither the HHSI pump room fans nor the containment sump isolation valve cubicle fans auto started as expected. The B-Train Emergency Core Cooling System (ECCS) and Containment Spray were declared inoperable. On October 15  2021 at 1319 hours, troubleshooting commenced and determined the cause for the failure was the B-Train hand switch (B2HFHS9527) was sticking and needed to be replaced. On October 15  2021 at 2318 hours, Operations declared B-Train ECCS and Containment Spray operable following completion of corrective maintenance. On October 27  2021 at 2058 hours the event was determined to be reportable by Operations as a condition prohibited by Technical Specifications because the required action statement for Technical Specifications 3.5.2 and 3.6.2.1 were not met. Completed and planned corrective actions resulting from this event include the replacement of the B train hand switch, revising the frequency for the preventative maintenance on this switch type, instituting a process change to require retention of components, and to evaluate operating experience against the risk of de-terming and re-terming the hand switch given its proximity to other switches, followed by a supplement.",['10 CFR 50.73(a)(2)(i)(B)']
On August 20  2024  at 2001 ET  V.C. Summer Nuclear Station (VCSNS) identified that both trains of Control Room Emergency Filtration System (CREFS) were inoperable. The CREFS consists of the 'A' and 'B' trains of the Control Room Ventilation System (CRVS). The 'B' train CRVS had been removed from service earlier in the day for planned maintenance and testing activities. At 1015 ET  'A' CRVS Inlet Control Damper failed to close under its own power  when required to do so to support retest of the 'B' CRVS. As a result  the CREFS would have been unable to perform the emergency filtration function. At 2107 ET  the 'A' CRVS was restored to OPERABLE status and available to perform its safety function. Reactor power remained at 100% throughout the event. This event is being reported.,"['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(D)']"
On March 12  2013  during scheduled testing at an offsite testing facility  the as-found lift setting for pressurizer safety valve  serial number BN04375  was measured higher than the Technical Specification allowable value. The valve had been installed in Unit 2 at the 2RV200 location (Unit 2 pressurizer safety valve) and was removed during the 2013 Unit 2 refueling outage for scheduled testing and maintenance. No material conditions were found that contributed to the high setpoint discovered during the test. The apparent cause is insufficient margin to address time-related drift. Corrective actions are to increase the Technical Specification setpoint tolerance and revise the procurement engineering standard as-left margin. A similar event is documented in Licensee Event Report 318/2011-002. The cause for that event was setpoint variation.,['10 CFR 50.73(a)(2)(i)(B)']
On December 27  2018  at 08:28 hours  with Units 1 and 2 at 100% power  the breaker for a Unit 2 Pressurizer Power Operated Relief Valve (PORV) block valve tripped on thermal over-current while performing a periodic test. Troubleshooting commenced  but the condition could not be duplicated  and the block valve (a motor operated valve) (MOV) was tested and successfully cycled several times with no issues. The valve was declared operable and returned to service at 14:18 hours. On January 29  2019  additional testing and inspection of the block valve Motor Control Center (MCC) breaker was performed  and a nylon brush bristle was found within the contactor  inhibiting one phase of power to the MOV motor. Operability of the valve was required on December 4  2018  when Unit 2 was in Intermediate Shutdown and heating up for return to power operation. Due to foreign material located in the contactor causing inconsistent operation  the block valve was conservatively determined to be inoperable since maintenance was performed on the MCC breaker during the Unit 2 2018 refueling outage. On January 29  2019  the bristle was found and removed from the contactor  and the PORV block valve was returned to operable status.,['10 CFR 50.73(a)(2)(i)(B)']
On October 15  October 20  and October 23  2013  with Hope Creek Generating Station (HCGS) in a planned refueling outage and the reactor cavity flooded up in OPCON 5  HCGS performed operations with a potential to drain the reactor vessel (OPDRV) without an operable secondary containment. These operations are prohibited by Technical Specification (TS) 3.6.4.1; however recent NRC guidance provided in Enforcement Guidance Memorandum (EGM) 11-003  Revision 1  allowed the implementation of interim actions as an alternative to full compliance. These actions were compiled in a plant procedure for the OPDRV activities performed at HCGS during Refueling Outage (H1R18) in October 2013. These OPDRV activities were planned activities that were completed under the guidance of plant procedures and confirmed to have low safety significance based on the interim actions taken. Since these actions were deliberate  no cause determination was necessary. Consistent with the guidance provided in EGM 11-003  Revision 1  HCGS will submit a license amendment request to adopt a Technical Specifications Task Force (TSTF) traveler associated with generic resolution of this issue within four months after the issuance of the Notice of Availability of the TSTF traveler.,['10 CFR 50.73(a)(2)(i)(B)']
